student_id,enrollment_date,course_id,age,total_modules,modules_completed,completed,last_session_date,dropout_type,max_gap_days,total_time_min,quizzes_taken,quiz_completion_pct,avg_quiz_score
S00475,2026-05-02,COURSE_101,41,10,10,1,2026-05-28,completer,3.0,1052.0,10.0,100.0,74.7
S00476,2026-02-04,COURSE_101,29,10,1,0,2026-02-05,explicit_dropout,0.0,7.0,1.0,10.0,58.0
S00477,2026-03-12,COURSE_101,26,10,10,1,2026-04-05,completer,3.0,905.0,10.0,100.0,83.8
S00478,2026-02-26,COURSE_101,20,10,7,0,2026-04-17,silent_dropout,15.0,491.0,7.0,70.0,70.14285714285714
S00479,2026-03-17,COURSE_101,23,10,2,0,2026-03-20,explicit_dropout,1.0,22.0,2.0,20.0,51.0
S00480,2026-04-10,COURSE_101,32,10,10,1,2026-05-01,completer,3.0,991.0,10.0,100.0,69.4
S00481,2026-04-28,COURSE_101,20,10,5,0,2026-06-10,silent_dropout,14.0,235.0,5.0,50.0,66.2
S00482,2026-05-13,COURSE_101,36,10,2,0,2026-05-28,silent_dropout,7.0,130.0,2.0,20.0,82.5
S00483,2026-04-06,COURSE_101,30,10,10,1,2026-04-25,completer,2.0,1068.0,10.0,100.0,83.5
S00484,2026-04-21,COURSE_101,26,10,7,0,2026-06-18,silent_dropout,15.0,319.0,7.0,70.0,58.0
S00485,2026-04-07,COURSE_101,26,10,4,0,2026-05-12,silent_dropout,11.0,325.0,4.0,40.0,75.25
S00486,2026-04-09,COURSE_101,38,10,2,0,2026-04-12,explicit_dropout,2.0,23.0,2.0,20.0,52.5
S00487,2026-04-18,COURSE_101,32,10,10,1,2026-05-12,completer,3.0,745.0,10.0,100.0,82.3
S00488,2026-04-17,COURSE_101,35,10,10,1,2026-05-10,completer,3.0,1135.0,10.0,100.0,68.1
S00489,2026-05-08,COURSE_101,40,10,2,0,2026-05-11,explicit_dropout,1.0,30.0,2.0,20.0,51.0
S00490,2026-04-29,COURSE_101,29,10,1,0,2026-04-30,explicit_dropout,0.0,14.0,1.0,10.0,56.0
S00491,2026-05-16,COURSE_101,41,10,10,1,2026-06-10,completer,3.0,1087.0,10.0,100.0,67.1
S00492,2026-01-22,COURSE_101,40,10,5,0,2026-03-06,silent_dropout,13.0,228.0,5.0,50.0,73.8
S00493,2026-05-23,COURSE_101,44,10,10,1,2026-06-15,completer,3.0,1088.0,10.0,100.0,87.6
S00494,2026-04-27,COURSE_101,37,10,10,1,2026-05-15,completer,2.0,971.0,10.0,100.0,88.3
S00495,2026-04-03,COURSE_101,37,10,10,1,2026-04-19,completer,2.0,1100.0,10.0,100.0,95.6
S00496,2026-01-24,COURSE_101,35,10,10,1,2026-02-17,completer,3.0,989.0,10.0,100.0,71.2
S00497,2026-03-29,COURSE_101,39,10,3,0,2026-04-26,silent_dropout,10.0,182.0,3.0,30.0,58.0
S00498,2026-05-23,COURSE_101,31,10,10,1,2026-06-11,completer,1.0,1069.0,10.0,100.0,69.9
S00499,2026-04-11,COURSE_101,22,10,2,0,2026-04-13,explicit_dropout,1.0,37.0,2.0,20.0,54.5
S00500,2026-04-17,COURSE_101,34,10,0,0,2026-04-17,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00501,2026-01-15,COURSE_101,36,10,2,0,2026-02-09,silent_dropout,14.0,140.0,2.0,20.0,74.0
S00502,2026-02-08,COURSE_101,25,10,10,1,2026-03-06,completer,3.0,827.0,10.0,100.0,69.9
S00503,2026-03-13,COURSE_101,35,10,10,1,2026-04-04,completer,2.0,1088.0,10.0,100.0,69.3
S00504,2026-03-29,COURSE_101,24,10,3,0,2026-05-02,silent_dropout,15.0,197.0,3.0,30.0,71.0
S00505,2026-02-06,COURSE_101,33,10,5,0,2026-03-22,silent_dropout,13.0,134.0,5.0,50.0,72.6
S00506,2026-04-29,COURSE_101,21,10,10,1,2026-05-20,completer,2.0,1092.0,10.0,100.0,86.8
S00507,2026-05-26,COURSE_101,18,10,1,0,2026-05-28,explicit_dropout,0.0,7.0,1.0,10.0,64.0
S00508,2026-02-15,COURSE_101,38,10,8,0,2026-05-02,silent_dropout,13.0,375.0,8.0,80.0,58.5
S00509,2026-02-16,COURSE_101,26,10,2,0,2026-02-19,explicit_dropout,2.0,14.0,2.0,20.0,42.5
S00510,2026-01-03,COURSE_101,29,10,3,0,2026-01-23,silent_dropout,8.0,223.0,3.0,30.0,61.0
S00511,2026-01-12,COURSE_101,35,10,2,0,2026-01-30,silent_dropout,8.0,96.0,2.0,20.0,58.0
S00512,2026-01-14,COURSE_101,38,10,10,1,2026-02-01,completer,3.0,945.0,10.0,100.0,77.8
S00513,2026-02-25,COURSE_101,27,10,1,0,2026-02-27,explicit_dropout,0.0,5.0,1.0,10.0,66.0
S00514,2026-01-05,COURSE_101,33,10,1,0,2026-01-06,explicit_dropout,0.0,8.0,1.0,10.0,66.0
S00515,2026-03-01,COURSE_101,25,10,10,1,2026-03-22,completer,2.0,808.0,10.0,100.0,77.2
S00516,2026-03-22,COURSE_101,36,10,10,1,2026-04-11,completer,3.0,865.0,10.0,100.0,83.9
S00517,2026-02-07,COURSE_101,32,10,10,1,2026-02-23,completer,1.0,1138.0,10.0,100.0,67.6
S00518,2026-03-25,COURSE_101,28,10,5,0,2026-05-19,silent_dropout,15.0,332.0,5.0,50.0,75.8
S00519,2026-03-07,COURSE_101,35,10,0,0,2026-03-07,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00520,2026-03-04,COURSE_101,21,10,10,1,2026-03-22,completer,2.0,705.0,10.0,100.0,72.7
S00521,2026-01-10,COURSE_101,42,10,5,0,2026-02-18,silent_dropout,12.0,245.0,5.0,50.0,78.8
S00522,2026-03-08,COURSE_101,40,10,10,1,2026-03-29,completer,2.0,996.0,10.0,100.0,71.2
S00523,2026-04-01,COURSE_101,28,10,0,0,2026-04-01,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00524,2026-03-21,COURSE_101,27,10,8,0,2026-05-26,silent_dropout,14.0,417.0,8.0,80.0,76.375
S00525,2026-01-30,COURSE_101,30,10,2,0,2026-03-01,silent_dropout,16.0,258.0,2.0,20.0,81.5
S00526,2026-05-02,COURSE_101,24,10,10,1,2026-05-21,completer,2.0,802.0,10.0,100.0,89.3
S00527,2026-05-27,COURSE_101,36,10,10,1,2026-06-14,completer,3.0,747.0,10.0,100.0,73.2
S00528,2026-02-08,COURSE_101,37,10,10,1,2026-03-06,completer,3.0,851.0,10.0,100.0,88.2
S00529,2026-01-11,COURSE_101,43,10,10,1,2026-01-30,completer,3.0,879.0,10.0,100.0,76.6
S00530,2026-02-09,COURSE_101,38,10,1,0,2026-02-11,explicit_dropout,0.0,9.0,1.0,10.0,76.0
S00531,2026-02-17,COURSE_101,33,10,8,0,2026-05-01,silent_dropout,18.0,394.0,8.0,80.0,54.0
S00532,2026-03-03,COURSE_101,24,10,1,0,2026-03-05,explicit_dropout,0.0,15.0,1.0,10.0,46.0
S00533,2026-01-06,COURSE_101,29,10,2,0,2026-01-10,explicit_dropout,2.0,27.0,2.0,20.0,55.5
S00534,2026-01-18,COURSE_101,21,10,8,0,2026-03-27,silent_dropout,11.0,442.0,8.0,80.0,55.25
S00535,2026-02-04,COURSE_101,43,10,5,0,2026-03-29,silent_dropout,16.0,292.0,5.0,50.0,64.6
S00536,2026-04-11,COURSE_101,20,10,2,0,2026-04-13,explicit_dropout,1.0,24.0,2.0,20.0,75.5
S00537,2026-03-25,COURSE_101,42,10,2,0,2026-04-17,silent_dropout,16.0,120.0,2.0,20.0,77.0
S00538,2026-04-18,COURSE_101,25,10,10,1,2026-05-10,completer,3.0,971.0,10.0,100.0,83.8
S00539,2026-01-20,COURSE_101,27,10,10,1,2026-02-12,completer,3.0,819.0,10.0,100.0,64.9
S00540,2026-01-26,COURSE_101,34,10,10,1,2026-02-13,completer,3.0,912.0,10.0,100.0,71.0
S00541,2026-01-09,COURSE_101,29,10,2,0,2026-01-11,explicit_dropout,1.0,30.0,2.0,20.0,74.5
S00542,2026-05-30,COURSE_101,32,10,4,0,2026-07-12,silent_dropout,15.0,237.0,4.0,40.0,61.25
S00543,2026-04-26,COURSE_101,44,10,10,1,2026-05-14,completer,2.0,1086.0,10.0,100.0,80.1
S00544,2026-04-22,COURSE_101,38,10,8,0,2026-06-22,silent_dropout,16.0,499.0,8.0,80.0,70.25
S00545,2026-02-19,COURSE_101,21,10,3,0,2026-03-25,silent_dropout,16.0,187.0,3.0,30.0,78.33333333333333
S00546,2026-01-07,COURSE_101,30,10,10,1,2026-01-29,completer,3.0,901.0,10.0,100.0,78.0
S00547,2026-04-04,COURSE_101,19,10,10,1,2026-04-24,completer,2.0,1195.0,10.0,100.0,69.2
S00548,2026-02-26,COURSE_101,19,10,8,0,2026-04-28,silent_dropout,11.0,609.0,8.0,80.0,61.375
S00549,2026-04-10,COURSE_101,30,10,10,1,2026-05-04,completer,3.0,847.0,10.0,100.0,80.8
S00550,2026-03-08,COURSE_101,18,10,7,0,2026-04-25,silent_dropout,8.0,371.0,7.0,70.0,71.85714285714286
S00551,2026-03-16,COURSE_101,22,10,10,1,2026-04-02,completer,3.0,1141.0,10.0,100.0,70.7
S00552,2026-01-03,COURSE_101,41,10,0,0,2026-01-03,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00553,2026-02-13,COURSE_101,34,10,2,0,2026-03-09,silent_dropout,13.0,182.0,2.0,20.0,77.0
S00554,2026-03-27,COURSE_101,27,10,6,0,2026-05-19,silent_dropout,14.0,313.0,6.0,60.0,79.16666666666667
S00555,2026-05-22,COURSE_101,27,10,1,0,2026-05-24,explicit_dropout,0.0,12.0,1.0,10.0,60.0
S00556,2026-05-12,COURSE_101,26,10,10,1,2026-05-30,completer,3.0,881.0,10.0,100.0,72.3
S00557,2026-02-19,COURSE_101,25,10,10,1,2026-03-14,completer,3.0,1302.0,10.0,100.0,88.0
S00558,2026-03-29,COURSE_101,23,10,10,1,2026-04-24,completer,3.0,918.0,10.0,100.0,79.8
S00559,2026-04-21,COURSE_101,35,10,6,0,2026-06-10,silent_dropout,10.0,424.0,6.0,60.0,61.333333333333336
S00560,2026-01-10,COURSE_101,27,10,8,0,2026-03-24,silent_dropout,16.0,575.0,8.0,80.0,56.125
S00561,2026-05-12,COURSE_101,24,10,8,0,2026-07-11,silent_dropout,12.0,310.0,8.0,80.0,63.625
S00562,2026-01-15,COURSE_101,37,10,10,1,2026-02-02,completer,2.0,989.0,10.0,100.0,89.0
S00563,2026-04-20,COURSE_101,31,10,10,1,2026-05-10,completer,2.0,1084.0,10.0,100.0,67.9
S00564,2026-01-18,COURSE_101,38,10,10,1,2026-02-08,completer,3.0,921.0,10.0,100.0,85.4
S00565,2026-01-22,COURSE_101,27,10,10,1,2026-02-12,completer,3.0,1092.0,10.0,100.0,65.1
S00566,2026-05-14,COURSE_101,31,10,2,0,2026-05-29,silent_dropout,7.0,199.0,2.0,20.0,68.5
S00567,2026-03-21,COURSE_101,19,10,10,1,2026-04-13,completer,3.0,884.0,10.0,100.0,77.8
S00568,2026-01-31,COURSE_101,23,10,10,1,2026-02-22,completer,2.0,1067.0,10.0,100.0,78.2
S00569,2026-04-16,COURSE_101,19,10,2,0,2026-04-20,explicit_dropout,2.0,21.0,2.0,20.0,72.5
S00570,2026-01-07,COURSE_101,26,10,10,1,2026-01-26,completer,3.0,868.0,10.0,100.0,77.7
S00571,2026-05-12,COURSE_101,34,10,10,1,2026-06-04,completer,3.0,621.0,10.0,100.0,65.3
S00572,2026-02-04,COURSE_101,18,10,7,0,2026-04-10,silent_dropout,15.0,294.0,7.0,70.0,70.14285714285714
S00573,2026-05-11,COURSE_101,25,10,10,1,2026-05-26,completer,3.0,1033.0,10.0,100.0,73.7
S00574,2026-03-04,COURSE_101,24,10,3,0,2026-04-09,silent_dropout,18.0,173.0,3.0,30.0,85.0
S00575,2026-04-15,COURSE_101,37,10,1,0,2026-04-17,explicit_dropout,0.0,19.0,1.0,10.0,47.0
S00576,2026-01-31,COURSE_101,38,10,1,0,2026-02-01,explicit_dropout,0.0,10.0,1.0,10.0,49.0
S00577,2026-04-01,COURSE_101,25,10,10,1,2026-04-25,completer,3.0,894.0,10.0,100.0,82.2
S00578,2026-05-16,COURSE_101,39,10,1,0,2026-05-18,explicit_dropout,0.0,7.0,1.0,10.0,57.0
S00579,2026-02-20,COURSE_101,26,10,10,1,2026-03-15,completer,3.0,1001.0,10.0,100.0,76.0
S00580,2026-04-20,COURSE_101,30,10,10,1,2026-05-15,completer,3.0,954.0,10.0,100.0,68.8
S00581,2026-01-24,COURSE_101,18,10,10,1,2026-02-12,completer,2.0,958.0,10.0,100.0,72.2
S00582,2026-01-16,COURSE_101,33,10,0,0,2026-01-16,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00583,2026-04-12,COURSE_101,37,10,10,1,2026-05-02,completer,3.0,1067.0,10.0,100.0,83.9
S00584,2026-04-16,COURSE_101,24,10,10,1,2026-05-08,completer,3.0,980.0,10.0,100.0,73.5
S00585,2026-02-01,COURSE_101,33,10,3,0,2026-03-02,silent_dropout,9.0,218.0,3.0,30.0,84.33333333333333
S00586,2026-03-24,COURSE_101,24,10,10,1,2026-04-14,completer,3.0,668.0,10.0,100.0,85.0
S00587,2026-03-08,COURSE_101,28,10,10,1,2026-03-31,completer,3.0,907.0,10.0,100.0,76.9
S00588,2026-02-17,COURSE_101,40,10,10,1,2026-03-11,completer,2.0,1124.0,10.0,100.0,75.7
S00589,2026-03-15,COURSE_101,33,10,10,1,2026-04-04,completer,2.0,1036.0,10.0,100.0,84.1
S00590,2026-05-01,COURSE_101,19,10,10,1,2026-05-21,completer,2.0,1071.0,10.0,100.0,89.0
S00591,2026-05-08,COURSE_101,27,10,10,1,2026-05-31,completer,2.0,1194.0,10.0,100.0,74.9
S00592,2026-05-30,COURSE_101,40,10,7,0,2026-07-18,silent_dropout,10.0,328.0,7.0,70.0,53.0
S00593,2026-04-04,COURSE_101,37,10,10,1,2026-04-28,completer,3.0,842.0,10.0,100.0,75.3
S00594,2026-01-15,COURSE_101,29,10,10,1,2026-02-02,completer,2.0,1148.0,10.0,100.0,89.6
S00595,2026-05-19,COURSE_101,23,10,2,0,2026-05-22,explicit_dropout,2.0,29.0,2.0,20.0,65.0
S00596,2026-03-04,COURSE_101,44,10,10,1,2026-03-27,completer,3.0,1058.0,10.0,100.0,81.3
S00597,2026-02-28,COURSE_101,39,10,4,0,2026-04-05,silent_dropout,10.0,289.0,4.0,40.0,73.75
S00598,2026-03-24,COURSE_101,27,10,10,1,2026-04-12,completer,3.0,935.0,10.0,100.0,75.6
S00599,2026-01-15,COURSE_101,36,10,10,1,2026-02-06,completer,2.0,1186.0,10.0,100.0,85.5
S00600,2026-04-19,COURSE_101,37,10,10,1,2026-05-13,completer,2.0,1019.0,10.0,100.0,75.9
S00601,2026-02-12,COURSE_101,33,10,10,1,2026-03-06,completer,3.0,993.0,10.0,100.0,74.0
S00602,2026-02-11,COURSE_101,31,10,10,1,2026-03-08,completer,2.0,1217.0,10.0,100.0,65.6
S00603,2026-03-16,COURSE_101,31,10,10,1,2026-04-06,completer,2.0,981.0,10.0,100.0,83.1
S00604,2026-03-17,COURSE_101,21,10,10,1,2026-04-05,completer,2.0,878.0,10.0,100.0,86.6
S00605,2026-02-19,COURSE_101,18,10,10,1,2026-03-13,completer,3.0,1234.0,10.0,100.0,77.9
S00606,2026-05-21,COURSE_101,33,10,10,1,2026-06-08,completer,3.0,873.0,10.0,100.0,71.2
S00607,2026-04-27,COURSE_101,27,10,10,1,2026-05-15,completer,3.0,843.0,10.0,100.0,86.0
S00608,2026-05-27,COURSE_101,44,10,10,1,2026-06-17,completer,3.0,866.0,10.0,100.0,70.0
S00609,2026-04-27,COURSE_101,24,10,10,1,2026-05-15,completer,3.0,812.0,10.0,100.0,68.2
S00610,2026-05-13,COURSE_101,26,10,4,0,2026-06-19,silent_dropout,10.0,264.0,4.0,40.0,78.5
S00611,2026-04-23,COURSE_101,24,10,10,1,2026-05-14,completer,2.0,1189.0,10.0,100.0,78.9
S00612,2026-05-13,COURSE_101,30,10,2,0,2026-06-06,silent_dropout,12.0,136.0,2.0,20.0,75.5
S00613,2026-01-24,COURSE_101,30,10,6,0,2026-03-13,silent_dropout,10.0,353.0,6.0,60.0,57.0
S00614,2026-03-04,COURSE_101,41,10,10,1,2026-03-23,completer,3.0,768.0,10.0,100.0,77.8
S00615,2026-05-07,COURSE_101,24,10,2,0,2026-05-11,explicit_dropout,2.0,32.0,2.0,20.0,61.0
S00616,2026-03-22,COURSE_101,32,10,0,0,2026-03-22,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00617,2026-02-13,COURSE_101,19,10,10,1,2026-03-01,completer,2.0,960.0,10.0,100.0,79.4
S00618,2026-02-23,COURSE_101,20,10,10,1,2026-03-15,completer,3.0,1046.0,10.0,100.0,79.1
S00619,2026-05-12,COURSE_101,25,10,6,0,2026-06-22,silent_dropout,10.0,448.0,6.0,60.0,67.5
S00620,2026-03-12,COURSE_101,25,10,6,0,2026-05-07,silent_dropout,15.0,122.0,6.0,60.0,59.666666666666664
S00621,2026-02-10,COURSE_101,34,10,10,1,2026-02-27,completer,2.0,748.0,10.0,100.0,77.1
S00622,2026-03-18,COURSE_101,38,10,10,1,2026-04-04,completer,3.0,796.0,10.0,100.0,74.3
S00623,2026-03-25,COURSE_101,18,10,10,1,2026-04-18,completer,3.0,1168.0,10.0,100.0,87.2
S00624,2026-04-16,COURSE_101,38,10,10,1,2026-05-09,completer,3.0,821.0,10.0,100.0,84.3
S00625,2026-05-21,COURSE_101,25,10,6,0,2026-07-05,silent_dropout,8.0,387.0,6.0,60.0,73.33333333333333
S00626,2026-02-10,COURSE_101,19,10,10,1,2026-03-03,completer,2.0,829.0,10.0,100.0,72.3
S00627,2026-03-24,COURSE_101,21,10,10,1,2026-04-13,completer,3.0,834.0,10.0,100.0,84.7
S00628,2026-04-09,COURSE_101,23,10,7,0,2026-05-27,silent_dropout,9.0,393.0,7.0,70.0,69.42857142857143
S00629,2026-05-28,COURSE_101,19,10,10,1,2026-06-20,completer,3.0,864.0,10.0,100.0,72.0
S00630,2026-04-19,COURSE_101,19,10,10,1,2026-05-08,completer,3.0,803.0,10.0,100.0,80.0
S00631,2026-01-29,COURSE_101,34,10,3,0,2026-03-02,silent_dropout,15.0,151.0,3.0,30.0,72.33333333333333
S00632,2026-04-27,COURSE_101,43,10,1,0,2026-04-28,explicit_dropout,0.0,9.0,1.0,10.0,53.0
S00633,2026-03-17,COURSE_101,28,10,10,1,2026-04-06,completer,3.0,804.0,10.0,100.0,77.7
S00634,2026-05-11,COURSE_101,37,10,10,1,2026-05-28,completer,2.0,960.0,10.0,100.0,87.6
S00635,2026-05-04,COURSE_101,33,10,10,1,2026-05-27,completer,3.0,828.0,10.0,100.0,78.1
S00636,2026-01-14,COURSE_101,21,10,10,1,2026-02-04,completer,3.0,762.0,10.0,100.0,88.9
S00637,2026-05-22,COURSE_101,21,10,10,1,2026-06-10,completer,2.0,848.0,10.0,100.0,91.3
S00638,2026-01-13,COURSE_101,20,10,10,1,2026-01-31,completer,3.0,954.0,10.0,100.0,88.4
S00639,2026-04-03,COURSE_101,18,10,10,1,2026-04-20,completer,3.0,770.0,10.0,100.0,73.9
S00640,2026-01-25,COURSE_101,38,10,10,1,2026-02-14,completer,2.0,814.0,10.0,100.0,81.5
S00641,2026-05-27,COURSE_101,38,10,10,1,2026-06-20,completer,3.0,953.0,10.0,100.0,68.5
S00642,2026-04-03,COURSE_101,31,10,10,1,2026-04-26,completer,3.0,732.0,10.0,100.0,77.6
S00643,2026-05-23,COURSE_101,18,10,10,1,2026-06-12,completer,2.0,1072.0,10.0,100.0,72.2
S00644,2026-03-23,COURSE_101,39,10,10,1,2026-04-14,completer,3.0,906.0,10.0,100.0,82.8
S00645,2026-01-14,COURSE_101,20,10,10,1,2026-02-05,completer,3.0,825.0,10.0,100.0,90.2
S00646,2026-03-27,COURSE_101,32,10,1,0,2026-03-29,explicit_dropout,0.0,9.0,1.0,10.0,72.0
S00647,2026-03-03,COURSE_101,43,10,8,0,2026-04-26,silent_dropout,11.0,417.0,8.0,80.0,55.5
S00648,2026-03-30,COURSE_101,34,10,3,0,2026-04-29,silent_dropout,12.0,133.0,3.0,30.0,75.33333333333333
S00649,2026-05-05,COURSE_101,42,10,5,0,2026-06-12,silent_dropout,11.0,369.0,5.0,50.0,58.8
S00650,2026-01-30,COURSE_101,36,10,10,1,2026-02-22,completer,3.0,922.0,10.0,100.0,79.4
S00651,2026-03-30,COURSE_101,37,10,10,1,2026-04-22,completer,3.0,698.0,10.0,100.0,71.7
S00652,2026-03-02,COURSE_101,37,10,10,1,2026-03-22,completer,3.0,625.0,10.0,100.0,79.6
S00653,2026-01-17,COURSE_101,22,10,5,0,2026-02-23,silent_dropout,8.0,328.0,5.0,50.0,79.4
S00654,2026-03-28,COURSE_101,31,10,5,0,2026-05-15,silent_dropout,16.0,269.0,5.0,50.0,56.6
S00655,2026-03-25,COURSE_101,28,10,10,1,2026-04-16,completer,2.0,1005.0,10.0,100.0,69.7
S00656,2026-04-25,COURSE_101,28,10,10,1,2026-05-11,completer,2.0,815.0,10.0,100.0,93.4
S00657,2026-04-13,COURSE_101,36,10,10,1,2026-05-04,completer,2.0,1007.0,10.0,100.0,87.9
S00658,2026-03-25,COURSE_101,33,10,10,1,2026-04-15,completer,2.0,837.0,10.0,100.0,81.4
S00659,2026-04-09,COURSE_101,22,10,5,0,2026-06-02,silent_dropout,15.0,321.0,5.0,50.0,78.8
S00660,2026-04-20,COURSE_101,30,10,8,0,2026-06-28,silent_dropout,12.0,508.0,8.0,80.0,71.5
S00661,2026-03-29,COURSE_101,20,10,10,1,2026-04-14,completer,2.0,968.0,10.0,100.0,70.3
S00662,2026-03-20,COURSE_101,37,10,2,0,2026-03-24,explicit_dropout,2.0,36.0,2.0,20.0,47.5
S00663,2026-02-13,COURSE_101,33,10,6,0,2026-04-11,silent_dropout,13.0,353.0,6.0,60.0,63.166666666666664
S00664,2026-05-27,COURSE_101,36,10,10,1,2026-06-14,completer,3.0,753.0,10.0,100.0,88.8
S00665,2026-05-10,COURSE_101,19,10,10,1,2026-05-31,completer,3.0,838.0,10.0,100.0,80.3
S00666,2026-03-04,COURSE_101,43,10,10,1,2026-03-25,completer,2.0,1092.0,10.0,100.0,81.8
S00667,2026-02-09,COURSE_101,39,10,10,1,2026-03-02,completer,3.0,806.0,10.0,100.0,74.8
S00668,2026-01-15,COURSE_101,38,10,10,1,2026-02-03,completer,3.0,737.0,10.0,100.0,70.6
S00669,2026-03-16,COURSE_101,38,10,10,1,2026-04-02,completer,2.0,923.0,10.0,100.0,84.1
S00670,2026-03-02,COURSE_101,30,10,10,1,2026-03-22,completer,2.0,1072.0,10.0,100.0,76.8
S00671,2026-02-28,COURSE_101,35,10,10,1,2026-03-21,completer,3.0,833.0,10.0,100.0,81.6
S00672,2026-03-01,COURSE_101,41,10,2,0,2026-03-05,explicit_dropout,2.0,27.0,2.0,20.0,64.5
S00673,2026-03-29,COURSE_101,23,10,10,1,2026-04-18,completer,3.0,1162.0,10.0,100.0,75.3
S00674,2026-02-20,COURSE_101,42,10,10,1,2026-03-14,completer,2.0,996.0,10.0,100.0,76.3
S00675,2026-05-24,COURSE_101,33,10,10,1,2026-06-09,completer,3.0,818.0,10.0,100.0,75.8
S00676,2026-04-18,COURSE_101,25,10,1,0,2026-04-19,explicit_dropout,0.0,15.0,1.0,10.0,67.0
S00677,2026-05-18,COURSE_101,22,10,10,1,2026-06-10,completer,3.0,747.0,10.0,100.0,78.0
S00678,2026-05-10,COURSE_101,28,10,10,1,2026-06-03,completer,3.0,1042.0,10.0,100.0,79.9
S00679,2026-04-24,COURSE_101,19,10,2,0,2026-04-27,explicit_dropout,2.0,16.0,2.0,20.0,60.5
S00680,2026-01-13,COURSE_101,34,10,0,0,2026-01-13,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00681,2026-01-15,COURSE_101,42,10,7,0,2026-03-14,silent_dropout,16.0,449.0,7.0,70.0,75.71428571428571
S00682,2026-04-16,COURSE_101,32,10,10,1,2026-05-03,completer,3.0,744.0,10.0,100.0,78.2
S00683,2026-04-18,COURSE_101,27,10,10,1,2026-05-09,completer,3.0,1015.0,10.0,100.0,78.4
S00684,2026-05-04,COURSE_101,37,10,2,0,2026-05-23,silent_dropout,9.0,231.0,2.0,20.0,75.5
S00685,2026-03-22,COURSE_101,36,10,0,0,2026-03-22,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00686,2026-05-23,COURSE_101,19,10,4,0,2026-06-26,silent_dropout,14.0,227.0,4.0,40.0,71.75
S00687,2026-04-14,COURSE_101,23,10,5,0,2026-05-24,silent_dropout,13.0,354.0,5.0,50.0,65.4
S00688,2026-05-03,COURSE_101,27,10,10,1,2026-05-21,completer,2.0,963.0,10.0,100.0,68.0
S00689,2026-05-20,COURSE_101,35,10,4,0,2026-06-26,silent_dropout,12.0,220.0,4.0,40.0,62.75
S00690,2026-02-04,COURSE_101,44,10,10,1,2026-02-28,completer,3.0,906.0,10.0,100.0,68.5
S00691,2026-05-02,COURSE_101,35,10,10,1,2026-05-18,completer,1.0,1132.0,10.0,100.0,91.0
S00692,2026-04-25,COURSE_101,40,10,10,1,2026-05-12,completer,2.0,808.0,10.0,100.0,78.7
S00693,2026-02-13,COURSE_101,23,10,10,1,2026-03-09,completer,3.0,922.0,10.0,100.0,77.9
S00694,2026-03-22,COURSE_101,33,10,10,1,2026-04-08,completer,2.0,799.0,10.0,100.0,75.4
S00695,2026-03-28,COURSE_101,33,10,10,1,2026-04-14,completer,3.0,1069.0,10.0,100.0,72.5
S00696,2026-05-03,COURSE_101,38,10,4,0,2026-06-02,silent_dropout,8.0,379.0,4.0,40.0,58.25
S00697,2026-02-20,COURSE_101,38,10,10,1,2026-03-12,completer,2.0,1052.0,10.0,100.0,79.9
S00698,2026-05-07,COURSE_101,28,10,5,0,2026-06-11,silent_dropout,9.0,268.0,5.0,50.0,76.0
S00699,2026-04-27,COURSE_101,35,10,10,1,2026-05-20,completer,3.0,873.0,10.0,100.0,74.7
S00700,2026-02-22,COURSE_101,32,10,10,1,2026-03-15,completer,3.0,801.0,10.0,100.0,78.1
S00701,2026-03-04,COURSE_101,38,10,10,1,2026-03-29,completer,3.0,1129.0,10.0,100.0,76.4
S00702,2026-04-05,COURSE_101,32,10,10,1,2026-04-30,completer,3.0,1035.0,10.0,100.0,68.1
S00703,2026-03-31,COURSE_101,44,10,10,1,2026-04-18,completer,2.0,1035.0,10.0,100.0,88.1
S00704,2026-03-23,COURSE_101,31,10,10,1,2026-04-10,completer,2.0,889.0,10.0,100.0,68.9
S00705,2026-05-22,COURSE_101,25,10,10,1,2026-06-09,completer,3.0,823.0,10.0,100.0,80.4
S00706,2026-01-03,COURSE_101,23,10,1,0,2026-01-05,explicit_dropout,0.0,7.0,1.0,10.0,51.0
S00707,2026-03-14,COURSE_101,42,10,10,1,2026-04-05,completer,3.0,1275.0,10.0,100.0,68.2
S00708,2026-03-17,COURSE_101,36,10,7,0,2026-05-14,silent_dropout,15.0,283.0,7.0,70.0,73.85714285714286
S00709,2026-01-06,COURSE_101,30,10,10,1,2026-01-31,completer,2.0,1135.0,10.0,100.0,69.5
S00710,2026-02-14,COURSE_101,23,10,4,0,2026-03-19,silent_dropout,11.0,200.0,4.0,40.0,80.75
S00711,2026-03-14,COURSE_101,38,10,3,0,2026-04-16,silent_dropout,11.0,301.0,3.0,30.0,69.0
S00712,2026-04-22,COURSE_101,23,10,3,0,2026-05-20,silent_dropout,9.0,206.0,3.0,30.0,81.33333333333333
